source,native,name,p_value,significant,description,term_size,query_size,intersection_size,effective_domain_size,precision,recall,query,parents
GO:BP,GO:0002250,adaptive immune response,2.970271963625346e-05,True,"""An immune response mediated by cells expressing specific receptors for antigens produced through a somatic diversification process, and allowing for an enhanced secondary response to subsequent exposures to the same antigen (immunological memory)."" [GO_REF:0000022, GOC:add, ISBN:0781735149]",761,34,11,20972,0.3235294117647059,0.01445466491458607,query_1,['GO:0006955']
GO:BP,GO:0048584,positive regulation of response to stimulus,3.204745866145449e-05,True,"""Any process that activates, maintains or increases the rate of a response to a stimulus. Response to stimulus is a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a stimulus."" [GOC:jid]",2320,34,17,20972,0.5,0.007327586206896552,query_1,"['GO:0048518', 'GO:0048583', 'GO:0050896']"
GO:BP,GO:0034097,response to cytokine,3.530341477938522e-05,True,"""Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a cytokine stimulus."" [GOC:sl]",979,34,12,20972,0.35294117647058826,0.012257405515832482,query_1,['GO:1901652']
GO:BP,GO:0002706,regulation of lymphocyte mediated immunity,3.642329967192967e-05,True,"""Any process that modulates the frequency, rate, or extent of lymphocyte mediated immunity."" [GOC:add]",193,34,7,20972,0.20588235294117646,0.03626943005181347,query_1,"['GO:0002449', 'GO:0002703']"
KEGG,KEGG:05150,Staphylococcus aureus infection,3.726292614237224e-05,True,Staphylococcus aureus infection,87,31,6,8716,0.1935483870967742,0.06896551724137931,query_1,['KEGG:00000']
GO:BP,GO:0030155,regulation of cell adhesion,3.82681379404832e-05,True,"""Any process that modulates the frequency, rate or extent of attachment of a cell to another cell or to the extracellular matrix."" [GOC:mah]",780,34,11,20972,0.3235294117647059,0.014102564102564103,query_1,"['GO:0007155', 'GO:0050794']"
GO:BP,GO:0001776,leukocyte homeostasis,4.021641474943611e-05,True,"""The process of regulating the proliferation and elimination of cells of the immune system such that the total number of cells of a particular cell type within a whole or part of an organism is stable over time in the absence of an outside stimulus."" [GOC:add, ISBN:0781735149]",112,34,6,20972,0.17647058823529413,0.05357142857142857,query_1,"['GO:0002376', 'GO:0048872']"
GO:BP,GO:1901652,response to peptide,4.131537228083884e-05,True,"""Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a peptide stimulus."" [GOC:pr, GOC:TermGenie]",993,34,12,20972,0.35294117647058826,0.012084592145015106,query_1,['GO:0042221']
GO:BP,GO:0002822,regulation of adaptive immune response based on somatic recombination of immune receptors built from immunoglobulin superfamily domains,4.655175825612334e-05,True,"""Any process that modulates the frequency, rate, or extent of an adaptive immune response based on somatic recombination of immune receptors built from immunoglobulin superfamily domains. An example of this process is found in the Gnathostomata."" [GOC:add, GOC:mtg_sensu]",200,34,7,20972,0.20588235294117646,0.035,query_1,"['GO:0002460', 'GO:0002819']"
KEGG,KEGG:05144,Malaria,5.159700722212778e-05,True,Malaria,49,31,5,8716,0.16129032258064516,0.10204081632653061,query_1,['KEGG:00000']
REAC,REAC:R-HSA-6783783,Interleukin-10 signaling,5.608046978631521e-05,True,Interleukin-10 signaling,45,32,5,11056,0.15625,0.1111111111111111,query_1,['REAC:R-HSA-449147']
GO:BP,GO:0002688,regulation of leukocyte chemotaxis,5.786587504377464e-05,True,"""Any process that modulates the frequency, rate, or extent of leukocyte chemotaxis."" [GOC:add]",119,34,6,20972,0.17647058823529413,0.05042016806722689,query_1,"['GO:0002685', 'GO:0030595', 'GO:0050920']"
KEGG,KEGG:04518,Integrin signaling,6.427616753979163e-05,True,Integrin signaling,154,31,7,8716,0.22580645161290322,0.045454545454545456,query_1,['KEGG:00000']
GO:BP,GO:0048514,blood vessel morphogenesis,6.543193632473306e-05,True,"""The process in which the anatomical structures of blood vessels are generated and organized. The blood vessel is the vasculature carrying blood."" [GOC:jid]",632,34,10,20972,0.29411764705882354,0.015822784810126583,query_1,"['GO:0001568', 'GO:0035239']"
GO:BP,GO:0022603,regulation of anatomical structure morphogenesis,6.547362596840928e-05,True,"""Any process that modulates the frequency, rate or extent of anatomical structure morphogenesis."" [GOC:mah]",822,34,11,20972,0.3235294117647059,0.01338199513381995,query_1,"['GO:0009653', 'GO:0050793']"
KEGG,KEGG:04061,Viral protein interaction with cytokine and cytokine receptor,7.558865950195207e-05,True,Viral protein interaction with cytokine and cytokine receptor,98,31,6,8716,0.1935483870967742,0.061224489795918366,query_1,['KEGG:00000']
GO:BP,GO:0002819,regulation of adaptive immune response,7.650052865936493e-05,True,"""Any process that modulates the frequency, rate, or extent of an adaptive immune response."" [GOC:add]",215,34,7,20972,0.20588235294117646,0.03255813953488372,query_1,"['GO:0002250', 'GO:0050776']"
GO:BP,GO:0002698,negative regulation of immune effector process,7.768187389028893e-05,True,"""Any process that stops, prevents, or reduces the frequency, rate, or extent of an immune effector process."" [GOC:add]",125,34,6,20972,0.17647058823529413,0.048,query_1,"['GO:0002252', 'GO:0002683', 'GO:0002697']"
GO:BP,GO:0001906,cell killing,8.151322556450027e-05,True,"""Any process in an organism that results in the killing of its own cells or those of another organism, including in some cases the death of the other organism. Killing here refers to the induction of death in one cell by another cell, not cell-autonomous death due to internal or other environmental conditions."" [GOC:add]",217,34,7,20972,0.20588235294117646,0.03225806451612903,query_1,['GO:0009987']
KEGG,KEGG:04933,AGE-RAGE signaling pathway in diabetic complications,9.03348331747167e-05,True,AGE-RAGE signaling pathway in diabetic complications,101,31,6,8716,0.1935483870967742,0.0594059405940594,query_1,['KEGG:00000']
GO:BP,GO:0050896,response to stimulus,9.82598034525397e-05,True,"""Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a stimulus. The process begins with detection of the stimulus and ends with a change in state or activity or the cell or organism."" [GOC:ai, GOC:bf]",9051,34,30,20972,0.8823529411764706,0.003314550878355983,query_1,['GO:0008150']
KEGG,KEGG:05134,Legionellosis,0.00010156932491202022,True,Legionellosis,56,31,5,8716,0.16129032258064516,0.08928571428571429,query_1,['KEGG:00000']
GO:BP,GO:0002237,response to molecule of bacterial origin,0.00010307709609986158,True,"""Any process that results in a change in state or activity of an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a stimulus by molecules of bacterial origin such as peptides derived from bacterial flagellin."" [GOC:rl, GOC:sm]",345,34,8,20972,0.23529411764705882,0.02318840579710145,query_1,"['GO:0009617', 'GO:0043207']"
GO:BP,GO:0046718,symbiont entry into host cell,0.00010756203870461023,True,"""The process by which a symbiont breaches the plasma membrane or cell envelope and enters the host cell. The process ends when the symbiont or its genome is released into the host cell."" [GOC:jl]",132,34,6,20972,0.17647058823529413,0.045454545454545456,query_1,"['GO:0019058', 'GO:0044409']"
GO:BP,GO:0032101,regulation of response to external stimulus,0.00011766807336134726,True,"""Any process that modulates the frequency, rate or extent of a response to an external stimulus."" [GOC:mah]",1092,34,12,20972,0.35294117647058826,0.01098901098901099,query_1,"['GO:0009605', 'GO:0048583']"
GO:BP,GO:0044409,symbiont entry into host,0.000134244958082335,True,"""Entry of a symbiont into the body, tissues, or cells of a host organism as part of the symbiont life cycle. The host is defined as the larger of the organisms involved in a symbiotic interaction."" [GOC:vw]",137,34,6,20972,0.17647058823529413,0.043795620437956206,query_1,['GO:0051701']
GO:BP,GO:0051239,regulation of multicellular organismal process,0.00014642643030613476,True,"""Any process that modulates the frequency, rate or extent of a multicellular organismal process, the processes pertinent to the function of a multicellular organism above the cellular level; includes the integrated processes of tissues and organs."" [GOC:ai, GOC:dph, GOC:tb]",2923,34,18,20972,0.5294117647058824,0.006158056790968184,query_1,"['GO:0032501', 'GO:0050789']"
GO:BP,GO:0002704,negative regulation of leukocyte mediated immunity,0.00017773870635435813,True,"""Any process that stops, prevents, or reduces the frequency, rate, or extent of leukocyte mediated immunity."" [GOC:add]",72,34,5,20972,0.14705882352941177,0.06944444444444445,query_1,"['GO:0002443', 'GO:0002698', 'GO:0002703']"
GO:BP,GO:0008283,cell population proliferation,0.0001917798527661822,True,"""The multiplication or reproduction of cells, resulting in the expansion of a cell population."" [GOC:mah, GOC:mb]",1961,34,15,20972,0.4411764705882353,0.007649158592554819,query_1,['GO:0009987']
GO:BP,GO:0060627,regulation of vesicle-mediated transport,0.00019249397288488215,True,"""Any process that modulates the rate, frequency, or extent of vesicle-mediated transport, the directed movement of substances, either within a vesicle or in the vesicle membrane, into, out of or within a cell."" [GOC:dph, GOC:tb]",529,34,9,20972,0.2647058823529412,0.017013232514177693,query_1,"['GO:0016192', 'GO:0050794', 'GO:0051049']"
GO:BP,GO:0050671,positive regulation of lymphocyte proliferation,0.00019598095350605659,True,"""Any process that activates or increases the rate or extent of lymphocyte proliferation."" [GOC:ai]",146,34,6,20972,0.17647058823529413,0.0410958904109589,query_1,"['GO:0032946', 'GO:0046651', 'GO:0050670', 'GO:0051251']"
GO:BP,GO:0097530,granulocyte migration,0.0002124653821039227,True,"""The movement of a granulocyte within or between different tissues and organs of the body."" [GOC:cvs, PMID:24163421, PMID:24193336]",148,34,6,20972,0.17647058823529413,0.04054054054054054,query_1,['GO:0097529']
GO:BP,GO:0032946,positive regulation of mononuclear cell proliferation,0.0002124653821039227,True,"""Any process that activates or increases the frequency, rate or extent of mononuclear cell proliferation."" [GOC:add]",148,34,6,20972,0.17647058823529413,0.04054054054054054,query_1,"['GO:0032943', 'GO:0032944', 'GO:0070665']"
GO:BP,GO:0008284,positive regulation of cell population proliferation,0.00021248783387397467,True,"""Any process that activates or increases the rate or extent of cell proliferation."" [GOC:go_curators]",923,34,11,20972,0.3235294117647059,0.011917659804983749,query_1,"['GO:0008283', 'GO:0042127', 'GO:0048522']"
REAC,REAC:R-HSA-6785807,Interleukin-4 and Interleukin-13 signaling,0.00022278933077458333,True,Interleukin-4 and Interleukin-13 signaling,111,32,6,11056,0.1875,0.05405405405405406,query_1,['REAC:R-HSA-449147']
GO:BP,GO:0001568,blood vessel development,0.0002421396426378176,True,"""The process whose specific outcome is the progression of a blood vessel over time, from its formation to the mature structure. The blood vessel is the vasculature carrying blood."" [GOC:hjd, UBERON:0001981]",727,34,10,20972,0.29411764705882354,0.013755158184319119,query_1,"['GO:0001944', 'GO:0048856']"
GO:BP,GO:0002460,adaptive immune response based on somatic recombination of immune receptors built from immunoglobulin superfamily domains,0.00025879350478597815,True,"""An immune response mediated by lymphocytes expressing specific receptors for antigen produced through a somatic diversification process that includes somatic recombination of germline gene segments encoding immunoglobulin superfamily domains. Recombined receptors for antigen encoded by immunoglobulin superfamily domains include T cell receptors and immunoglobulins (antibodies) produced by B cells. The first encounter with antigen elicits a primary immune response that is slow and not of great magnitude. T and B cells selected by antigen become activated and undergo clonal expansion. A fraction of antigen-reactive T and B cells become memory cells, whereas others differentiate into effector cells. The memory cells generated during the primary response enable a much faster and stronger secondary immune response upon subsequent exposures to the same antigen (immunological memory). An example of this is the adaptive immune response found in Mus musculus."" [GOC:add, GOC:mtg_sensu, ISBN:0781735149, ISBN:1405196831]",389,34,8,20972,0.23529411764705882,0.02056555269922879,query_1,['GO:0002250']
GO:BP,GO:0072678,T cell migration,0.0002663301340482756,True,"""The movement of a T cell within or between different tissues and organs of the body."" [CL:0000084, GOC:BHF, GOC:mah]",78,34,5,20972,0.14705882352941177,0.0641025641025641,query_1,['GO:0072676']
GO:BP,GO:0072006,nephron development,0.0003248889789212858,True,"""The process whose specific outcome is the progression of the nephron over time, from its formation to the mature structure. A nephron is the functional unit of the kidney."" [GOC:mtg_kidney_jan10]",159,34,6,20972,0.17647058823529413,0.03773584905660377,query_1,"['GO:0001822', 'GO:0048856']"
GO:BP,GO:0019221,cytokine-mediated signaling pathway,0.0003311879057584861,True,"""The series of molecular signals initiated by the binding of a cytokine to a receptor on the surface of a cell, and ending with the regulation of a downstream cellular process, e.g. transcription."" [GOC:mah, GOC:signaling, PMID:19295629]",564,34,9,20972,0.2647058823529412,0.015957446808510637,query_1,"['GO:0007166', 'GO:0071345']"
GO:BP,GO:0001944,vasculature development,0.0003565672740121037,True,"""The process whose specific outcome is the progression of the vasculature over time, from its formation to the mature structure. The vasculature is an interconnected tubular multi-tissue structure that contains fluid that is actively transported around the organism."" [GOC:dph, UBERON:0002409]",758,34,10,20972,0.29411764705882354,0.013192612137203167,query_1,"['GO:0048731', 'GO:0072359']"
GO:BP,GO:0043615,astrocyte cell migration,0.0003613377575186884,True,"""The orderly movement of an astrocyte, a class of large neuroglial (macroglial) cells in the central nervous system, the largest and most numerous neuroglial cells in the brain and spinal cord."" [CL:0000127, GOC:go_curators]",8,34,3,20972,0.08823529411764706,0.375,query_1,['GO:0008347']
REAC,REAC:R-HSA-375276,Peptide ligand-binding receptors,0.00037565889464668536,True,Peptide ligand-binding receptors,195,32,7,11056,0.21875,0.035897435897435895,query_1,['REAC:R-HSA-373076']
KEGG,KEGG:05140,Leishmaniasis,0.00038281197096854064,True,Leishmaniasis,73,31,5,8716,0.16129032258064516,0.0684931506849315,query_1,['KEGG:00000']
GO:BP,GO:0070665,positive regulation of leukocyte proliferation,0.0004190608443967526,True,"""Any process that activates or increases the frequency, rate or extent of leukocyte proliferation."" [GOC:add, GOC:mah]",166,34,6,20972,0.17647058823529413,0.03614457831325301,query_1,"['GO:0008284', 'GO:0070661', 'GO:0070663']"
KEGG,KEGG:04060,Cytokine-cytokine receptor interaction,0.0004212869423804554,True,Cytokine-cytokine receptor interaction,291,31,8,8716,0.25806451612903225,0.027491408934707903,query_1,['KEGG:00000']
GO:BP,GO:0002253,activation of immune response,0.0004254946862647931,True,"""Any process that initiates an immune response."" [GO_REF:0000022, GOC:add, ISBN:0781735149]",581,34,9,20972,0.2647058823529412,0.01549053356282272,query_1,"['GO:0002376', 'GO:0050778']"
GO:BP,GO:0019058,viral life cycle,0.0005856077742361559,True,"""A set of processes which all viruses follow to ensure survival; includes attachment and entry of the virus particle, decoding of genome information, translation of viral mRNA by host ribosomes, genome replication, and assembly and release of viral particles containing the genome."" [ISBN:1555811272]",290,34,7,20972,0.20588235294117646,0.02413793103448276,query_1,['GO:0016032']
GO:BP,GO:0051701,biological process involved in interaction with host,0.0005915547245673007,True,"""An interaction between two organisms living together in more or less intimate association. The term host is used for the larger (macro) of the two members of a symbiosis; the various forms of symbiosis include parasitism, commensalism and mutualism."" [GOC:cc]",176,34,6,20972,0.17647058823529413,0.03409090909090909,query_1,['GO:0044403']
GO:BP,GO:0097242,amyloid-beta clearance,0.0006810110801542715,True,"""The process in which amyloid-beta is removed from extracellular brain regions by mechanisms involving cell surface receptors."" [GOC:aruk, GOC:bc, GOC:BHF, PMID:18289866, PMID:19098903, PMID:26005850]",38,34,4,20972,0.11764705882352941,0.10526315789473684,query_1,['GO:0032501']
GO:BP,GO:0016192,vesicle-mediated transport,0.000779190001694861,True,"""A cellular transport process in which transported substances are moved in membrane-bounded vesicles; transported substances are enclosed in the vesicle lumen or located in the vesicle membrane. The process begins with a step that directs a substance to the forming vesicle, and includes vesicle budding and coating. Vesicles are then targeted to, and fuse with, an acceptor membrane."" [GOC:ai, GOC:mah, ISBN:08789310662000]",1572,34,13,20972,0.38235294117647056,0.00826972010178117,query_1,"['GO:0006810', 'GO:0009987']"
KEGG,KEGG:04145,Phagosome,0.000868643903860944,True,Phagosome,149,31,6,8716,0.1935483870967742,0.040268456375838924,query_1,['KEGG:00000']
GO:BP,GO:0050764,regulation of phagocytosis,0.0009259913126664023,True,"""Any process that modulates the frequency, rate or extent of phagocytosis, the process in which phagocytes engulf external particulate material."" [GOC:ai]",100,34,5,20972,0.14705882352941177,0.05,query_1,"['GO:0006909', 'GO:0030100']"
GO:BP,GO:0044403,biological process involved in symbiotic interaction,0.0009273393231077501,True,"""A process carried out by gene products in an organism that enable the organism to engage in a symbiotic relationship, a more or less intimate association, with another organism. The various forms of symbiosis include parasitism, in which the association is disadvantageous or destructive to one of the organisms; mutualism, in which the association is advantageous, or often necessary to one or both and not harmful to either; and commensalism, in which one member of the association benefits while the other is not affected. However, mutualism, parasitism, and commensalism are often not discrete categories of interactions and should rather be perceived as a continuum of interaction ranging from parasitism to mutualism. In fact, the direction of a symbiotic interaction can change during the lifetime of the symbionts due to developmental changes as well as changes in the biotic/abiotic environment in which the interaction occurs. Microscopic symbionts are often referred to as endosymbionts."" [GOC:cc, PMID:31257129]",190,34,6,20972,0.17647058823529413,0.031578947368421054,query_1,['GO:0044419']
GO:BP,GO:0007165,signal transduction,0.0009729043297356215,True,"""The cellular process in which a signal is conveyed to trigger a change in the activity or state of a cell. Signal transduction begins with reception of a signal (e.g. a ligand binding to a receptor or receptor activation by a stimulus such as light), or for signal transduction in the absence of ligand, signal-withdrawal or the activity of a constitutively active receptor. Signal transduction ends with regulation of a downstream cellular process, e.g. regulation of transcription or regulation of a metabolic process. Signal transduction covers signaling from receptors located on the surface of the cell and signaling via molecules located within the cell. For signaling between cells, signal transduction is restricted to events at and within the receiving cell."" [GOC:go_curators, GOC:mtg_signaling_feb11]",6063,34,24,20972,0.7058823529411765,0.0039584364176150424,query_1,"['GO:0007154', 'GO:0009987', 'GO:0023052', 'GO:0050794', 'GO:0051716']"
REAC,REAC:R-HSA-373076,Class A/1 (Rhodopsin-like receptors),0.0010580364710868464,True,Class A/1 (Rhodopsin-like receptors),328,32,8,11056,0.25,0.024390243902439025,query_1,['REAC:R-HSA-500792']
GO:BP,GO:0032836,glomerular basement membrane development,0.0010611191734868032,True,"""The process whose specific outcome is the progression of the glomerular basement membrane over time, from its formation to the mature structure. The glomerular basement membrane is the basal laminal portion of the glomerulus which performs the actual filtration."" [GOC:sr]",11,34,3,20972,0.08823529411764706,0.2727272727272727,query_1,"['GO:0030198', 'GO:0032835', 'GO:0048856']"
GO:BP,GO:0097278,complement-dependent cytotoxicity,0.0010611191734868032,True,"""Cell killing caused by the membrane attack complex formed following complement activation."" [GOC:add, GOC:rv]",11,34,3,20972,0.08823529411764706,0.2727272727272727,query_1,['GO:0001906']
GO:BP,GO:0031341,regulation of cell killing,0.0011258743540197018,True,"""Any process that modulates the frequency, rate or extent of cell killing, the process in which a cell brings about the death of another cell, either in the same or a different organism."" [GOC:mah]",104,34,5,20972,0.14705882352941177,0.04807692307692308,query_1,"['GO:0001906', 'GO:0050794']"
GO:BP,GO:0042102,positive regulation of T cell proliferation,0.0011258743540197018,True,"""Any process that activates or increases the rate or extent of T cell proliferation."" [GOC:ai]",104,34,5,20972,0.14705882352941177,0.04807692307692308,query_1,"['GO:0042098', 'GO:0042129', 'GO:0050671', 'GO:0050870']"
GO:BP,GO:0030217,T cell differentiation,0.0011591755641919934,True,"""The process in which a precursor cell type acquires characteristics of a more mature T-cell. A T cell is a type of lymphocyte whose definin characteristic is the expression of a T cell receptor complex."" [GO_REF:0000022, GOC:jid, GOC:mah]",321,34,7,20972,0.20588235294117646,0.021806853582554516,query_1,"['GO:0030098', 'GO:0042110']"
GO:BP,GO:0035295,tube development,0.001163714562102063,True,"""The process whose specific outcome is the progression of a tube over time, from its initial formation to a mature structure. Epithelial and endothelial tubes transport gases, liquids and cells from one site to another and form the basic structure of many organs and tissues including lung and trachea, kidney, the mammary gland, the vascular system and the gastrointestinal and urinary-genital tracts."" [PMID:12526790]",1094,34,11,20972,0.3235294117647059,0.010054844606946984,query_1,"['GO:0007275', 'GO:0048856']"
GO:BP,GO:0042116,macrophage activation,0.0011808045085932193,True,"""A change in morphology and behavior of a macrophage resulting from exposure to a cytokine, chemokine, cellular ligand, or soluble factor."" [GOC:mgi_curators, ISBN:0781735149, PMID:14506301]",105,34,5,20972,0.14705882352941177,0.047619047619047616,query_1,['GO:0002274']
GO:BP,GO:0050777,negative regulation of immune response,0.0012159752514701136,True,"""Any process that stops, prevents, or reduces the frequency, rate or extent of the immune response, the immunological reaction of an organism to an immunogenic stimulus."" [GOC:ai]",199,34,6,20972,0.17647058823529413,0.03015075376884422,query_1,"['GO:0002683', 'GO:0006955', 'GO:0048585', 'GO:0050776']"
GO:BP,GO:1990266,neutrophil migration,0.001237830752079338,True,"""The movement of a neutrophil within or between different tissues and organs of the body."" [PMID:1826836]",106,34,5,20972,0.14705882352941177,0.04716981132075472,query_1,['GO:0097530']
GO:BP,GO:0001774,microglial cell activation,0.0012438534865077254,True,"""The change in morphology and behavior of a microglial cell resulting from exposure to a cytokine, chemokine, cellular ligand, or soluble factor."" [GOC:mgi_curators, PMID:10626665, PMID:10695728, PMID:12580336, PMID:9893949]",44,34,4,20972,0.11764705882352941,0.09090909090909091,query_1,"['GO:0002269', 'GO:0042116', 'GO:0061900']"
GO:BP,GO:0032496,response to lipopolysaccharide,0.0012856183839937822,True,"""Any process that results in a change in state or activity of an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a lipopolysaccharide stimulus; lipopolysaccharide is a major component of the cell wall of gram-negative bacteria."" [GOC:add, ISBN:0721601464]",326,34,7,20972,0.20588235294117646,0.02147239263803681,query_1,"['GO:0002237', 'GO:0033993', 'GO:1901700']"
REAC,REAC:R-HSA-216083,Integrin cell surface interactions,0.001308681383576357,True,Integrin cell surface interactions,84,32,5,11056,0.15625,0.05952380952380952,query_1,['REAC:R-HSA-1474244']
GO:BP,GO:0035239,tube morphogenesis,0.0013602662628924718,True,"""The process in which the anatomical structures of a tube are generated and organized. Epithelial and endothelial tubes transport gases, liquids and cells from one site to another and form the basic structure of many organs and tissues, with tube shape and organization varying from the single-celled excretory organ in Caenorhabditis elegans to the branching trees of the mammalian kidney and insect tracheal system."" [GOC:bf, PMID:14624839]",877,34,10,20972,0.29411764705882354,0.011402508551881414,query_1,"['GO:0009653', 'GO:0035295']"
GO:BP,GO:0048247,lymphocyte chemotaxis,0.0013636429538785553,True,"""The directed movement of a lymphocyte in response to an external stimulus."" [GOC:hjd, GOC:jid, PMID:12391252]",45,34,4,20972,0.11764705882352941,0.08888888888888889,query_1,"['GO:0030595', 'GO:0072676']"
GO:BP,GO:0042063,gliogenesis,0.0014234623907475258,True,"""The process that results in the generation of glial cells. This includes the production of glial progenitors and their differentiation into mature glia."" [GOC:dgh, GOC:jid]",331,34,7,20972,0.20588235294117646,0.021148036253776436,query_1,['GO:0022008']
GO:BP,GO:1905521,regulation of macrophage migration,0.0014918048209631926,True,"""Any process that modulates the frequency, rate or extent of macrophage migration."" [GO_REF:0000058, GOC:TermGenie, PMID:25749876]",46,34,4,20972,0.11764705882352941,0.08695652173913043,query_1,"['GO:0071675', 'GO:1905517']"
GO:BP,GO:2000026,regulation of multicellular organismal development,0.0016177362068447395,True,"""Any process that modulates the frequency, rate or extent of multicellular organismal development."" [GOC:obol]",1392,34,12,20972,0.35294117647058826,0.008620689655172414,query_1,"['GO:0007275', 'GO:0050793', 'GO:0051239']"
GO:BP,GO:0072676,lymphocyte migration,0.0016273159425718327,True,"""The movement of a lymphocyte within or between different tissues and organs of the body."" [CL:0000542, GOC:BHF, GOC:mah]",112,34,5,20972,0.14705882352941177,0.044642857142857144,query_1,['GO:0071674']
GO:BP,GO:0002269,leukocyte activation involved in inflammatory response,0.0016287116590478162,True,"""A change in the morphology or behavior of a leukocyte resulting from exposure to an activating factor such as a cellular or soluble ligand, leading to the initiation or perpetuation of an inflammatory response."" [GOC:add, ISBN:0781735149]",47,34,4,20972,0.11764705882352941,0.0851063829787234,query_1,"['GO:0006954', 'GO:0045321']"
GO:BP,GO:0006911,"phagocytosis, engulfment",0.001774743389191808,True,"""The internalization of bacteria, immune complexes and other particulate matter or of an apoptotic cell by phagocytosis, including the membrane and cytoskeletal processes required, which involves one of three mechanisms: zippering of pseudopods around a target via repeated receptor-ligand interactions, sinking of the target directly into plasma membrane of the phagocytosing cell, or induced uptake via an enhanced membrane ruffling of the phagocytosing cell similar to macropinocytosis."" [GOC:curators, ISBN:0781735149]",48,34,4,20972,0.11764705882352941,0.08333333333333333,query_1,"['GO:0006909', 'GO:0099024']"
GO:BP,GO:0045916,negative regulation of complement activation,0.001835198043577228,True,"""Any process that stops, prevents, or reduces the frequency, rate or extent of complement activation."" [GOC:go_curators]",13,34,3,20972,0.08823529411764706,0.23076923076923078,query_1,"['GO:0002698', 'GO:0002921', 'GO:0006956', 'GO:0030449']"
GO:BP,GO:0002444,myeloid leukocyte mediated immunity,0.0018552665574945466,True,"""Any process involved in the carrying out of an immune response by a myeloid leukocyte."" [GO_REF:0000022, GOC:add, ISBN:0781735149]",115,34,5,20972,0.14705882352941177,0.043478260869565216,query_1,['GO:0002443']
GO:BP,GO:0071222,cellular response to lipopolysaccharide,0.0018583953503647321,True,"""Any process that results in a change in state or activity of a cell (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a lipopolysaccharide stimulus; lipopolysaccharide is a major component of the cell wall of gram-negative bacteria."" [GOC:mah]",214,34,6,20972,0.17647058823529413,0.028037383177570093,query_1,"['GO:0032496', 'GO:0071219', 'GO:0071396', 'GO:1901701']"
GO:BP,GO:0002285,lymphocyte activation involved in immune response,0.0018583953503647321,True,"""A change in morphology and behavior of a lymphocyte resulting from exposure to a specific antigen, mitogen, cytokine, chemokine, cellular ligand, or soluble factor, leading to the initiation or perpetuation of an immune response."" [GOC:add, ISBN:0781735149]",214,34,6,20972,0.17647058823529413,0.028037383177570093,query_1,"['GO:0002366', 'GO:0046649']"
GO:BP,GO:0002548,monocyte chemotaxis,0.0019302872352188714,True,"""The movement of a monocyte in response to an external stimulus."" [GOC:add, PMID:11696603, PMID:15173832]",49,34,4,20972,0.11764705882352941,0.08163265306122448,query_1,"['GO:0030595', 'GO:0071674', 'GO:0097529']"
GO:BP,GO:0051716,cellular response to stimulus,0.002013878460512151,True,"""Any process that results in a change in state or activity of a cell (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a stimulus. The process begins with detection of the stimulus by a cell and ends with a change in state or activity or the cell."" [GOC:bf, GOC:jl]",7425,34,26,20972,0.7647058823529411,0.003501683501683502,query_1,"['GO:0009987', 'GO:0050896']"
GO:BP,GO:0061900,glial cell activation,0.002095737676876728,True,"""A change in morphology and behavior of a glial cell resulting from exposure to a cytokine, chemokine, cellular ligand, or soluble factor."" [GOC:aruk, GOC:bc, PMID:18723082]",50,34,4,20972,0.11764705882352941,0.08,query_1,"['GO:0001775', 'GO:0150076']"
REAC,REAC:R-HSA-1280215,Cytokine Signaling in Immune system,0.0022301851506200607,True,Cytokine Signaling in Immune system,780,32,11,11056,0.34375,0.014102564102564103,query_1,['REAC:R-HSA-168256']
GO:BP,GO:0071621,granulocyte chemotaxis,0.002290508526524026,True,"""The movement of a granulocyte in response to an external stimulus."" [GOC:rph]",120,34,5,20972,0.14705882352941177,0.041666666666666664,query_1,"['GO:0030595', 'GO:0097530']"
GO:BP,GO:0006968,cellular defense response,0.00245797226582989,True,"""A defense response that is mediated by cells."" [GOC:ebc]",52,34,4,20972,0.11764705882352941,0.07692307692307693,query_1,['GO:0006952']
GO:BP,GO:0071219,cellular response to molecule of bacterial origin,0.002487554118467277,True,"""Any process that results in a change in state or activity of a cell (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a stimulus by molecules of bacterial origin such as peptides derived from bacterial flagellin."" [GOC:mah]",225,34,6,20972,0.17647058823529413,0.02666666666666667,query_1,"['GO:0002237', 'GO:0071216']"
GO:BP,GO:0048646,anatomical structure formation involved in morphogenesis,0.0026650454787617303,True,"""The developmental process pertaining to the initial formation of an anatomical structure from unspecified parts. This process begins with the specific processes that contribute to the appearance of the discrete structure and ends when the structural rudiment is recognizable. An anatomical structure is any biological entity that occupies space and is distinguished from its surroundings. Anatomical structures can be macroscopic such as a carpel, or microscopic such as an acrosome."" [GOC:dph, GOC:jid, GOC:tb]",1190,34,11,20972,0.3235294117647059,0.009243697478991597,query_1,"['GO:0009653', 'GO:0032502']"
